Shop Name,City,Neighborhood,Address,Website,Instagram,Category,Vibe,Price Tier,Silo Fit,Contact Email,Contact Name,Google Rating,Outreach Status,Notes
Feng Sway,Brooklyn,Greenpoint,Greenpoint (exact address TBD),https://fengsway.com/,@feng_sway,"Design Objects, Home Goods","Colorful, frenetic, eclectic Urban Outfitters vibes",$$,Perfect,,,,To Research,
Vivid Home,Minneapolis,North Loop,"100 Second Ave N, Minneapolis, MN 55401",https://vividhomempls.com,@vividhomempls,"Design Objects, Home Goods",Award-winning interior design studio with curated luxury home goods retail space,$$$,Perfect,,,,To Research,
Tender Loving Empire,Portland,Northwest Portland,Northwest Portland (exact address TBD),https://tenderlovingempire.com/,@tenderlovingempire,"Design Objects, Home Goods","Classic Portland indie store, gifts souvenirs jewelry mugs candles, small makers",$$,Perfect,,,,To Research,
Neatly Nested,Boston,South Boston,South Boston (exact address TBD),https://neatlynestedboston.com/,@neatlynestedboston,"Design Objects, Home Goods","Coastal farmhouse transitional decor, unique gifts furniture cards Christmas decor",$$,Perfect,,,,To Research,
Denver Art Museum Shop,Denver,Golden Triangle,"100 W 14th Ave Pkwy, Denver, CO 80204",https://denverartmuseum.org/shop,@denverartmuseum,"Design Objects, Home Goods","Museum shop with curated art books, design objects, and unique gifts",$$,Perfect,,,,To Research,
Savannah Belle Boutique,Savannah,Historic District,"229 W Broughton St, Savannah, GA 31401",https://savannahbelleboutique.com,@savannahbelleboutique,"Design Objects, Home Goods","Unique boutique with local art, handcrafted gifts, and one-of-a-kind home decor",$$,Strong,,,,To Research,
Boston General Store,Boston,Coolidge Corner,"305 Harvard Street, Brookline, MA 02446",https://bostongeneralstore.com,@bostongeneralstore,"Design Objects, Home Goods","Curated Japanese-influenced home goods, candles, notebooks and lifestyle products",$$,Perfect,,,,To Research,
,,,,,,,,,,,,,,
Array Home,Santa Fe,Railyard District,"322 S Guadalupe St, Santa Fe, NM 87501",https://www.arrayhome.com,@arrayhome,"Design Objects, Home Goods","Modern mercantile with artisanal home treasures, textiles, linens, and candles",$$,Perfect,,,,To Research,
City Home,Portland,Central Eastside,"1101 SE 3rd Ave, Portland, OR 97214",https://cityhomepdx.com/,@cityhomepdx,"Design Objects, Home Goods",Vintage-inspired modern furniture and home decor showrooms,$$,Perfect,,,,To Research,
Notary Ceramics,Portland,Sellwood,Sellwood (exact address TBD),https://www.notaryceramics.com/,@notaryceramics,"Design Objects, Home Goods","Portland ceramicist Sarah masters gorgeous kitchen ceramics, lovely person",$$,Perfect,,,,To Research,
Inner Gardens,Los Angeles,Culver City,4444 Sepulveda Blvd,https://innergardens.com/,@innergardens,"Design Objects, Home Goods","Former bank building, global finds and reproduction pots, serendipity focus",$$,Perfect,,,,To Research,
ComeUnityPDX,Portland,Multnomah Village,Multnomah Village (exact address TBD),https://www.comeunitypdx.com/,@comeunitypdx,"Design Objects, Home Goods","Local artists and designers celebration, expose to new artists, community focus",$$,Perfect,,,,To Research,
Treehaus,Los Angeles,Atwater Village,Atwater Village (exact address TBD),https://treehausla.com/,@treehausla,"Design Objects, Home Goods","Local and independent designers, fashion to home goods to toys",$$,Perfect,,,,To Research,
LEIF,Brooklyn,Williamsburg,"99 Grand Street, Brooklyn, NY 11249",https://www.leifshop.com,@leifshop,"Design Objects, Home Goods","Brooklyn's most delightfully curated boutique, home decor and tabletop",$$,Perfect,,,,To Research,
Isabel Fine Home Accessories,Miami,South Miami,"7334 SW 57th Avenue, Miami, FL 33143",https://somimag.com/isabel-fine-home-accessories/,@isabelfinehome,"Design Objects, Home Goods",25+ years curating gorgeous home accessories and gifts,$$,Perfect,,,,To Research,
Wish Gifts,Denver,University Hills,"750 S University Blvd, Denver, CO 80209",https://wishgiftsdenver.com,@wishgiftsdenver,"Design Objects, Home Goods",Award-winning locally owned gift boutique with elevated home decor and curated finds,$$,Strong,,,,To Research,
MadeHere PDX,Portland,Pearl District,Pearl District (exact address TBD),https://madeherepdx.com/,@madeherepdx,"Design Objects, Home Goods","Locally-made products showcase, expansive showroom, Portland-based designers",$$,Perfect,,,,To Research,
Front General Store,Brooklyn,DUMBO,DUMBO (exact address TBD),https://frontgeneralstore.com/,@frontgeneralstore,"Design Objects, Home Goods",Japanese-owned shop with homeware and upstairs annex,$$,Perfect,,,,To Research,
Cargo,Portland,Central Eastside,Central Eastside (exact address TBD),https://cargoinc.com/,@cargoinc,"Design Objects, Home Goods","Makers mall whole experience, pop-ups from local designers, if only one place in Portland",$$,Perfect,,,,To Research,
Gem Home,New York,Nolita,"181 Mott St, New York, NY 10012",https://www.gemhomenyc.com/,@gem.nyc,"Design Objects, Home Goods",Chic cafe and home goods store with vintage finds and artisanal objects,$$,Perfect,,,,To Research,
shopSCAD,Savannah,Madison Square,"340 Bull St, Savannah, GA 31401",https://www.shopscad.com,@shopscad,"Design Objects, Home Goods","SCAD student and faculty artwork, textiles, jewelry, and photography showcase",$$,Perfect,,,,To Research,
Take Heart,Austin,East Austin,"1211 E 11th St, Suite 100, Austin, TX 78702",https://www.takeheartshop.com,@takeheartshop,"Design Objects, Home Goods",Thoughtfully chosen selection of handmade and well designed objects for the home and person,$$,Perfect,,,,To Research,
Draper James,Nashville,12 South,"2608 12th Avenue South, Nashville, TN 37204",https://draperjames.com/,@draperjames,"Design Objects, Home Goods",Reese Witherspoon Southern charm boutique with home decor,$$,Strong,,,,To Research,
Sanders Gifts & Home Accents,Savannah,Historic District,"225 E Bay St, Savannah, GA 31401",https://sandersgifts.com,@sandersgifts,"Design Objects, Home Goods","Must-hit boutique for serious shoppers with home decor, jewelry, and local goods",$$,Perfect,,,,To Research,
Verde,Philadelphia,Center City,"108 S 13th St, Philadelphia, PA 19107",https://verdephiladelphia.com,@verdephilly,"Design Objects, Home Goods","Women-owned boutique with jewelry, accessories and home items",$$,Strong,,,,To Research,
Zèle NOLA,New Orleans,Garden District,"2841 Magazine St, New Orleans, LA 70115",,@zele_nola,"Design Objects, Home Goods",Artist collective featuring over 100 local makers,$$,Strong,,,,To Research,
Whites Mercantile,Nashville,Hillsboro Village,"4015 Hillsboro Pike, Nashville, TN 37215",https://whitesmercantile.com/,@whitesmercantile,"Design Objects, Home Goods",General store for the modern-day tastemaker,$$,Perfect,,,,To Research,
Tivoli,New Orleans,Garden District,"2028 Magazine St, New Orleans, LA 70130",,@tivoli.nola,"Design Objects, Home Goods",Curated gift shop with beautiful home accessories,$$,Strong,,,,To Research,
Kettle & Brine,Austin,South Lamar,Lamar Boulevard (exact address TBD),https://kettleandbrine.com/,@kettleandbrine,"Design Objects, Home Goods","Beautiful kitchenware and handmade heirloom items, chef focus",$$,Perfect,,,,To Research,
Hazelnut,New Orleans,Uptown,"5525 Magazine St, New Orleans, LA 70115",https://hazelnutneworleans.com,@hazelnutneworleans,"Design Objects, Home Goods","Gifts and home furnishings, elegant tabletop and decor",$$,Perfect,,,,To Research,
Pierce & Ward,Los Angeles,Los Feliz,"1956 Hillhurst Ave, Los Angeles, CA 90027",https://pierceandward.com/,@pierceandward,"Design Objects, Home Goods",Interior designers showroom with vintage/antique furniture and LA-made ceramics and art,$$,Perfect,,,,To Research,
Hunt & Gather,Minneapolis,Linden Hills,"4944 Xerxes Ave S, Minneapolis, MN 55410",https://huntandgatherantiques.com,@huntandgathermpls,"Design Objects, Home Goods","Vintage amusement store with groovy oddities, curiosities and home decor",$$,Strong,,,,To Research,
Shop at Matter,Denver,RiNo,"2114 Market St, Denver, CO 80205",https://www.shopatmatter.com,@shopatmatter,"Design Objects, Home Goods","Black and woman-owned shop for designers with books, home goods, and art supplies",$$,Strong,,,,To Research,
Heath Ceramics,San Francisco,Mission,"2900 18th Street, San Francisco, CA 94110",https://heathceramics.com,@heathceramics,Ceramics & Home Goods,"Sustainably handcrafted dinnerware, tile, curated home goods",$$$,Perfect,,,,To Research,
Local Take,San Francisco,Castro,"4122 18th Street, San Francisco, CA 94114",,@localtakesf,SF-Inspired Gifts & Local Goods,"San Francisco-inspired items, locally-made products, gift shop",$$,Strong,,,,To Research,
Coming Soon,New York,Lower East Side,"53 Canal Street, New York, NY 10002",https://comingsoonnewyork.com,@comingsoonny,"Design Objects, Home Goods","Home fashion, contemporary design objects and furniture by Helena Barquet and Fabiana Faria",$$,Perfect,,,,To Research,
The Lark,Denver,Country Club,"1219 E 4th Ave, Denver, CO 80218",https://www.thelarkdenver.com,@thelarkdenver,"Design Objects, Home Goods",Locally owned home decor store since 1971 with traditional furnishings and designer accessories,$$,Perfect,,,,To Research,
Urbanspace Interiors,Austin,Downtown,Downtown Austin (exact address TBD),https://www.urbanspaceinteriors.com/,@urbanspaceinteriors,"Design Objects, Home Goods","Uber modern, whimsical accessories, Missoni throws, custom lightboxes",$$,Perfect,,,,To Research,
M Collection Home + Design,Brooklyn,DUMBO,DUMBO (exact address TBD),https://mchdumbo.com/,@mcollectionhome,"Design Objects, Home Goods",Studio showroom featuring curated brands furniture and homeware,$$,Perfect,,,,To Research,
Station 7,Seattle,Capitol Hill,"Capitol Hill, Seattle, WA",https://station7seattle.com/,@station7seattle,"Design Objects, Home Goods",Home goods shop in old firehouse with locally made goods and gifts,$$,Perfect,,,,To Research,
Miller Lane Mercantile,Denver,Berkeley,"4315 W 44th Avenue, Denver, CO 80212",https://www.millerlanemercantile.com,@millerlanemercantile,"Design Objects, Home Goods","Simple goods for slow living, eco-friendly curated kitchenware and home decor",$$,Perfect,,,,To Research,
Lynn Godfrey Brown Shop,Santa Fe,Museum Hill,"706 Camino Lejo, Santa Fe, NM 87505",https://shopmuseum.org/pages/museum-of-international-folk-art,@museumofnewmexico,"Design Objects, Home Goods","Museum of International Folk Art shop with global crafts, jewelry, and artworks",$$,Perfect,,,,To Research,
Parc Shop,Minneapolis,North Loop,"117 N 8th Ave, Minneapolis, MN 55403",https://parcboutique.com,@parcshop,"Design Objects, Home Goods",Sustainable fashion and lifestyle boutique with ethical independent designers,$$,Strong,,,,To Research,
There There,Asheville,River Arts District,"12 Old Lyman St, Asheville, NC 28801",https://therethereshop.co,@therethereshop,"Design Objects, Home Goods",Consciously made comforting goods from small makers and ethical brands,$$,Perfect,,,,To Research,
BEAM,Brooklyn,Williamsburg,"272 Kent Ave, Brooklyn, NY 11249",https://beambk.com,@beambrooklyn,"Design Objects, Home Goods","Artfully curated selection for modern home, encourages well-designed life",$$,Perfect,,,,To Research,
The Future Perfect,New York,Tribeca,"Tribeca, Manhattan, NY",https://thefutureperfect.com,@thefutureperfect,Independent Artist Works,Work of independent artists disguised as everyday apartment items,$$$,Perfect,,,,To Research,
Dobbin Street Vintage Co-op,Brooklyn,Greenpoint,Greenpoint + Williamsburg locations,http://dobbinstcoop.com/,@dobbinstcoop,"Design Objects, Home Goods","Vintage homeware, furniture, clothes co-op with Instagram drops",$$,Perfect,,,,To Research,
East Fork Pottery,Brooklyn,Boerum Hill,"377A Atlantic Avenue, Brooklyn, NY 11217",https://eastfork.com,@eastforkpottery,Ceramics & Home Goods,"Asheville-based ceramics, heirloom dinnerware, artisan textiles",$$$,Perfect,brooklyn@eastfork.com,,,To Research,
East Fork Pottery,Asheville,Downtown,"2 S Pack Square, Asheville, NC 28801",https://www.eastfork.com,@eastforkpottery,"Design Objects, Home Goods",Certified B Corp pottery flagship with thoughtfully made dinnerware and tabletop objects,$$,Perfect,,,,To Research,
Virtu,Chicago,Logan Square,Logan Square (exact address TBD),https://virtulogansquare.com/,@virtulogansquare,"Design Objects, Home Goods","Two local designers shop, showcases 170+ local artisans, Logan Square collective",$$,Perfect,,,,To Research,
Spiegelberg Shop,Santa Fe,Plaza,"113 Lincoln Ave, Santa Fe, NM 87501",https://shopmuseum.org/pages/the-speigelberg-shop-at-the-new-mexico-history-museum,@museumofnewmexico,"Design Objects, Home Goods","New Mexico History Museum shop with regional art, books, and cultural gifts",$$,Perfect,,,,To Research,
Global Table,New York,SoHo,"107 Sullivan St, New York, NY 10012",https://globaltable.com/,@shopglobaltable,"Design Objects, Home Goods","Treasure trove of ceramics and glassware from small brands and artisans worldwide, since 1996",$$,Perfect,,,,To Research,
Logan Mercantile,Chicago,Logan Square,"3505 W Fullerton Ave, Chicago, IL 60647",https://shop.loganmercantile.com,@loganmercantile,"Design Objects, Home Goods","Quality before quantity, simple timeless functional goods from skilled artisans worldwide",$$,Perfect,,,,To Research,
Splurge,Asheville,Biltmore Village,"34 All Souls Crescent, Asheville, NC 28803",https://splurgeonline.com,@splurgebiltmore,"Design Objects, Home Goods","Upscale home decor boutique with furniture, accessories, and unique gifts",$$,Perfect,,,,To Research,
LEIF,New York,Williamsburg,"99 Grand St, Brooklyn, NY 11249",https://www.leifshop.com/,@leifshop,"Design Objects, Home Goods","Brooklyns most expertly curated boutique with home decor, jewelry, artwork",$$,Perfect,,,,To Research,
Lulus Furniture & Decor,Denver,Greenwood Village,"5910 S University Blvd, E3 Greenwood Village, CO 80121",https://lulusfurniture.com,@lulusfurniture,"Design Objects, Home Goods",Locally owned furniture and decor store voted best in Denver by 5280 magazine,$$,Strong,,,,To Research,
Glasswing,Seattle,Capitol Hill,1525 Melrose Ave,https://www.glasswingshop.com/,@glasswingshop,"Design Objects, Home Goods","Hipster goods and plants, Kinfolk magazine aesthetic, indie designers",$$,Perfect,,,,To Research,
Place & Gather,Boston,Charlestown,"26 Common St, Charlestown, MA 02129",https://placeandgather.com,@placeandgather,"Design Objects, Home Goods",Charlestown home decor boutique with locally sourced products and gifts,$$,Perfect,,,,To Research,
Detroit Hustles Harder,Detroit,Eastern Market,"1444 Gratiot Ave, Detroit, MI 48207",https://detroithustlesharder.com,@detroithustlesharder,"Design Objects, Home Goods","Local pride shop featuring Detroit-made products, home decor, and artisan goods",$$,Strong,,,,To Research,
Decade Gifts,Denver,South Broadway,"1463 S Broadway, Denver, CO 80210",https://decadegifts.com,@decadegifts,"Design Objects, Home Goods",Vintage boutique with locally crafted products and unique treasures on Antique Row,$$,Maybe,,,,To Research,
Tumbleweed Boutique,Portland,Alberta Arts District,1812 NE Alberta St,https://tumbleweedboutique.com/,@tumbleweedboutique,"Design Objects, Home Goods","Independent-label womens clothing and home decor, unique pieces for home",$$,Perfect,,,,To Research,
row.,Miami,Sunset Harbour,"1201 20th St CU3, Miami Beach, FL",https://shoprowmiami.com/,@row_miami,"Design Objects, Home Goods",Curated collection of curious objects for the home,$$,Perfect,,,,To Research,
Urban Poppy,Savannah,Plant Riverside District,"400 West River St, Savannah, GA 31401",https://urbanpoppy.com,@urbanpoppy,"Design Objects, Home Goods","Botanical boutique with famous flower bar, botanical gifts, and home decor",$$,Strong,,,,To Research,
Gold Dogs,Seattle,Ballard,"5221 Ballard Ave NW, Suite A, Seattle, WA 98107",https://shopgolddogs.com/,@shopgolddogs,"Design Objects, Home Goods","Rock n roll and cowboy boots theme, vintage, reworked and new goods",$$,Strong,,,,To Research,
Take Heart,Austin,East Austin,"1211 E 11th St, Suite 100, Austin, TX 78702",https://www.takeheartshop.com/,@takeheartshop,"Design Objects, Home Goods",Thoughtfully curated selection of handmade objects including Japanese ceramics and local artisan pieces,$$,Perfect,,,,To Research,
Yolk,Los Angeles,Silver Lake,"3910 W Sunset Blvd, Los Angeles, CA 90029",https://shopyolk.com/,@shopyolk,"Design Objects, Home Goods","Cool gifts, quality toys, artisan goods and creative homewares at Sunset Junction",$$,Perfect,,,,To Research,
The Shop at the Gardens,Denver,Cheesman Park,"1007 York St, Denver, CO 80206",https://www.botanicgardens.org/york-street/shop-gardens,@denbotanicgardens,"Design Objects, Home Goods",Denver Botanic Gardens museum shop with botanical-inspired home goods and handcrafted items,$$,Perfect,,,,To Research,
Nannie Inez,Austin,South Austin,South Austin (exact address TBD),https://nannieinez.com/,@nannieinez,"Design Objects, Home Goods","Danish HAY design house, one-of-a-kind artwork, complimentary champagne",$$,Perfect,,,,To Research,
Dunn & Sonnier,New Orleans,Garden District,"3437 Magazine St, New Orleans, LA 70115",,@dunnandsonnier,"Design Objects, Home Goods","Antiques, flowers and charming gifts in historic space",$$,Perfect,,,,To Research,
Sue Fisher King,San Francisco,Fillmore,"1913 Fillmore St, San Francisco, CA 94115",https://www.suefisherking.com,@suefisherking,"Design Objects, Home Goods","Refined and quality home goods, finest in home design and gifts with rich stories",$$$,Perfect,,,,To Research,
Flourish & Foundry,Boston,Faneuil Hall,"2 S Market St, Boston, MA 02109",https://flourishandfoundryshop.com,@flourishfoundry,"Design Objects, Home Goods",Locally owned home decor and artisan gifts in Faneuil Hall Marketplace,$$,Perfect,,,,To Research,
Gracious Home,New York,Upper East Side,"Upper East Side, Manhattan, NY",https://graicioushome.com,@graicioushome,Upscale Home Goods,"Luxury bedding, kitchenware, upscale home decor items",$$$,Perfect,,,,To Research,
GasLamp Antiques & GasLamp Too,Nashville,Powell Place,"100 Powell Pl, Ste 200, Nashville, TN 37204",https://gaslampantiques.com/,@gaslampantiques,"Design Objects, Home Goods",One of Tennessee largest antique malls with furniture and decorations,$$,Strong,,,,To Research,
JP General,Portland,Multnomah Village,"7868 SW Capitol Highway, Portland, OR 97219",https://jpgeneralshop.com/,@jpgeneralshop,"Design Objects, Home Goods","Modern, functional, beautiful home goods and unique gifts",$$,Perfect,,,,To Research,
Lucca Great Finds,Seattle,Ballard,"5332 Ballard Ave NW, Seattle, WA",https://www.luccagreatfinds.com/,@luccagreatfinds,"Design Objects, Home Goods","Gift shop with paper goods, housewares, and gifts on old Ballard Avenue",$$,Perfect,,,,To Research,
The Primary Essentials,New York,Boerum Hill,"372 Atlantic Ave, Brooklyn, NY 11217",https://theprimaryessentials.com/,@theprimaryessentials,"Design Objects, Home Goods",Expertly-curated artisanal home goods and gifts by select designers,$$,Perfect,,,,To Research,
Blue Owl Workshop,Seattle,Fremont,"124 NW Canal St, Seattle, WA 98107",https://blueowl.us/,@blueowl,"Design Objects, Home Goods","Premium menswear and accessories from Japanese, American, European artisans",$$,Strong,,,,To Research,
December Thieves,Boston,Beacon Hill,"51 Charles St, Boston, MA 02114",https://decemberthieves.com,@decemberthieves,"Design Objects, Home Goods","Eclectic boutique with independent designers, home decor and handcrafted jewelry",$$,Strong,,,,To Research,
Our Place,Los Angeles,Venice,"1344 Abbot Kinney Blvd, Venice, CA 90291",https://fromourplace.com,@ourplace,"Design Objects, Home Goods","Beautiful pieces for cookware and home goods, building a bigger table since 2019",$$$,Strong,,,,To Research,
Shop Zung,New York,SoHo,"41 Grand Street, New York, NY 10013",https://shopzung.com,@shopzung,Design Concept Store,"Studio Zung furniture, artisan objects, tea menagerie",$$$,Perfect,,Tommy Zung,,To Research,
House of Hackney,Los Angeles,Los Feliz,"1956 Hillhurst Ave, Los Angeles, CA 90027",https://houseofhackney.com,@houseofhackney,Wallpapers & Home Textiles,"Victorian-inspired botanical and animal prints, wallpapers, fabrics",$$$,Perfect,,Frieda Gormley & Javvy M Royle,,To Research,
Candlefish,Charleston,King Street,"270 King St, Ste B, Charleston, SC 29401",https://www.candlefish.com,@shopcandlefish,"Design Objects, Home Goods","Immersive candle studio with fragrance library, workshops, and curated home goods",$$,Perfect,,,,To Research,
Pure Detroit,Detroit,Midtown,"441 W Canfield St, Detroit, MI 48201",https://www.puredetroit.com,@puredetroit,"Design Objects, Home Goods","Detroit-themed gifts, apparel, and home goods celebrating Motor City culture",$$,Strong,,,,To Research,
Wilderhouse,Chicago,Wicker Park,"1339 N Damen Ave, Chicago, IL 60622",https://www.wilderhouse.com,@wilderhouse,"Design Objects, Home Goods","Purveyor of beauty, thoughtful creative work, curated collection of useful and beautiful home items",$$,Perfect,,,,To Research,
Heritage By Hand,Santa Fe,Plaza,"125 E Palace Ave #33, Santa Fe, NM 87501",https://heritagebyhand.com,@heritagebyhand,"Design Objects, Home Goods",Master artisan handmade products with sustainable materials inspired by nature,$$,Perfect,,,,To Research,
,,,,,,,,,,,,,,
Foursided,Chicago,Lakeview,"2958 N Clark St, Chicago, IL 60657",https://foursided.com,@foursidedchicago,"Design Objects, Home Goods","One-of-a-kind boutique for custom framing, vintage finds, indie designed cards, gifts",$$,Strong,,,,To Research,
Plural Collective,Portland,Sellwood,Sellwood (exact address TBD),https://plural-collective.com/,@pluralcollective,"Design Objects, Home Goods","Local small makers, jewelry plants kids clothes accessories, gift bag favorites",$$,Perfect,,,,To Research,
Olive Ateliers,Los Angeles,Arts District,1210 Mateo St,https://oliveateliers.com/,@oliveateliers,"Design Objects, Home Goods","Objects with old souls, century-old olive tree centerpiece",$$,Perfect,,,,To Research,
December Thieves,Boston,TBD,Boston (exact address TBD),https://decemberthieves.com/,@decemberthieves,"Design Objects, Home Goods","Eclectic vintage and contemporary worldwide pieces, conversation starters",$$,Perfect,,,,To Research,
Hudson Grace,New York,West Village,"405 Bleecker St, New York, NY 10014",https://hudsongracesf.com/,@hudsongracesf,"Design Objects, Home Goods","Timeless entertaining essentials, drinkware, dinnerware, ceramics and decor",$$,Perfect,,,,To Research,
Nickey Kehoe NYC,New York,Tribeca,"Tribeca, New York, NY",https://nickeykehoe.com,@nickeykehoe,LA Design Store NYC Outpost,"LA-based design store NYC outpost, curated home goods",$$$,Perfect,,,,To Research,
Henry Ford Museum Shop,Detroit,Dearborn,"20900 Oakwood Blvd, Dearborn, MI 48124",https://www.thehenryford.org/visit/museum-store,@thehenryford,"Design Objects, Home Goods","Museum shop with American innovation-inspired gifts, hand-blown ornaments, and design objects",$$,Perfect,,,,To Research,
House of Leon,Los Angeles,Melrose,8200 Melrose Ave,https://house-of-leon-furniture.com/,@houseofleon,"Design Objects, Home Goods","Stylish Turkish-made furniture, family atelier production",$$,Perfect,,,,To Research,
Whitney Museum Shop,New York,Meatpacking District,"99 Gansevoort Street, New York, NY 10014",https://shop.whitney.org,@whitneymuseum,Museum Shop & Artist Collaborations,"Artist collaborations, cashmere by Lingua Franca, design objects",$$$,Perfect,,,,To Research,
Santa Fe Dry Goods,Santa Fe,Plaza,"53 Old Santa Fe Trl, Santa Fe, NM 87501",https://santafedrygoods.com,@santafedrygoods,"Design Objects, Home Goods",Historic plaza shop with beautifully made clothing and home goods since 1985,$$,Strong,,,,To Research,
Nest,Detroit,Midtown,"460 W Canfield St, Detroit, MI 48201",https://www.nestdetroit.com,@nestdetroit,"Design Objects, Home Goods","Sister store to City Bird with thoughtfully curated home goods, planters, candles, and barware",$$,Perfect,,,,To Research,
Oblation Papers & Press,Portland,Pearl District,"516 NW 12th Ave, Portland, OR 97209",https://oblationpapers.com/,@oblationpapers,"Design Objects, Home Goods","Handmade papers, stationery, fountain pens, letterpress boutique",$$,Strong,,,,To Research,
Humble House,Brooklyn,Boerum Hill,Atlantic Ave (exact address TBD),https://www.instagram.com/humblehousebrooklyn/,@humblehousebrooklyn,"Design Objects, Home Goods","Feels like a home, brownstone parlor aesthetic",$$,Perfect,,,,To Research,
MoMA Design Store Soho,New York,SoHo,"81 Spring Street, New York, NY 10012",https://store.moma.org,@momadesignstore,Museum Shop & Design Objects,"Modern design classics, MoMA collection pieces, cutting-edge products",$$$,Perfect,,,,To Research,
Homefest,Denver,Greenwood Village,"5912 S Holly St, Greenwood Village, CO 80111",https://homefestdecor.com,@homefestdecor,"Design Objects, Home Goods",Family-owned artisan home goods specializing in handcrafted pieces for 30+ years,$$,Perfect,,,,To Research,
Parish,Nashville,The Gulch,"411 11th Ave S, Nashville, TN 37203",https://parishnashville.com/,@parishnashville,"Design Objects, Home Goods",Upscale boutique by celebrity stylist with boho-chic accessories,$$,Strong,,,,To Research,
KORE +nashville,Nashville,Edgehill Village,Edgehill Village (exact address TBD),https://korenashville.com/,@korenashville,"Design Objects, Home Goods","Design and lifestyle boutique, well-curated selection of goods",$$,Perfect,,,,To Research,
Venue Ballard,Seattle,Ballard,5408 22nd Ave NW,https://www.venueballard.com/,@venueballard,"Design Objects, Home Goods","Pacific Northwest artists under-the-radar, art focus, styles for all tastes and ages",$$,Perfect,,,,To Research,
Rare Device,San Francisco,Hayes Valley,"Divisadero at Hayes, San Francisco, CA",https://raredevice.net,@raredevicesf,Cute Objects & Gifts,"Cute things, Hayes Valley location on Divisadero",$$,Strong,,,,To Research,
Made in TN,Nashville,12 South,"2905 12th Ave South, Suite 102, Nashville, TN 37204",https://shopmadeintn.com/,@shopmadeintn,"Design Objects, Home Goods","Tennessee-made gifts, artisan products, and locally crafted goods",$$,Perfect,,,,To Research,
Open House,Philadelphia,Center City,"107 S 13th St, Philadelphia, PA 19107",https://openhouseliving.com,@openhousephilly,"Design Objects, Home Goods",Locally owned shop with unique Philly themed items and home goods,$$,Strong,,,,To Research,
Wynwood Shop,Miami,Wynwood,"181 NW 25th St, Miami, FL 33127",https://www.yelp.com/biz/wynwood-shop-miami,@wynwoodshop,"Design Objects, Home Goods",Art-focused accessories and home goods in artistic neighborhood,$$,Strong,,,,To Research,
Home Malone,New Orleans,Uptown,"4610 Magazine St, New Orleans, LA 70115",https://homemalonenola.com,@homemalonenola,"Design Objects, Home Goods","Gift store curated with Southern charm, local art and home decor",$,Strong,,,,To Research,
Modern Nomad Home + Studio,Denver,Golden Triangle,"1211 Delaware Street, Denver, CO 80204",https://modernnomadhome.com,@modernnomadhome,"Design Objects, Home Goods",Design collective featuring functional everyday essentials and travel-inspired decor,$$,Perfect,,,,To Research,
The Southern Welcome,Charleston,Downtown,"46 John St, Charleston, SC 29403",https://thesouthernwelcome.com,@thesouthernwelcome,"Design Objects, Home Goods",Charleston premier destination for curated gifts and custom gifting services,$$,Perfect,,,,To Research,
City Bird,Detroit,Midtown,"460 W Canfield St, Detroit, MI 48201",https://www.citybirddetroit.com,@citybirddetroit,"Design Objects, Home Goods","Local favorite featuring 200+ Detroit artists with housewares, accessories, and unparalleled greeting cards",$$,Perfect,,,,To Research,
Paper Source,Charleston,King Street,"232 King St, Charleston, SC 29401",https://www.papersource.com/stores/charleston,@papersource,"Design Objects, Home Goods","Premium stationery, party supplies, and design-forward paper goods and gifts",$$,Strong,,,,To Research,
Grace & Co,Minneapolis,Linden Hills,"4317 Upton Ave S, Minneapolis, MN 55410",,@graceandcmpls,"Design Objects, Home Goods","Local artists gallery featuring jewelry, cards, coasters and home goods",$$,Strong,,,,To Research,
Tailored Home,Philadelphia,Chestnut Hill,"8528 Germantown Ave, Philadelphia, PA 19118",https://shoptailoredhome.com,@shoptailoredhome,"Design Objects, Home Goods","Luxury home goods with fine china, glass, and customized furniture",$$$,Perfect,,,,To Research,
Show Pony Boutique,Seattle,Fremont,"Fremont Avenue, Seattle, WA",https://showponyboutique.com/,@showponyboutique,"Design Objects, Home Goods",Hand-selected pieces from independent and sustainable fashion designers,$$,Strong,,,,To Research,
Urbanite,Portland,SE Grand,"1005 SE Grand Ave, Portland, OR 97214",https://www.urbanitepdx.com/,@urbanitepdx,"Design Objects, Home Goods",Portland lifestyle store with 54 local makers and artisan curators,$$,Perfect,,,,To Research,
Collier West,Brooklyn,Brooklyn Heights,"377A Atlantic Ave, Brooklyn, NY 11201",https://collierwest.com,@collierwest,"Design Objects, Home Goods","Home decor, gifts, art, apothecary, jewelry, displayed with charm beneath twinkling chandeliers",$$,Perfect,,,,To Research,
Rider,Brooklyn,Park Slope,"1016 8th Avenue, Brooklyn, NY 11215",,@ridergiftshop,Independent Gift Shop,"Community-focused gift shop, local artisan wares, design objects",$$,Perfect,,Alma Lacour,,To Research,
Indigo,Charleston,Downtown,"4 Vendue Range, Charleston, SC 29401",https://www.indigohome.com,@indigohomecharleston,"Design Objects, Home Goods",Family-owned eclectic boutique since 1994 featuring local art and sustainable gifts,$$,Perfect,,,,To Research,
Form & Function,Portland,Multnomah Village,Multnomah Village (exact address TBD),https://www.formandfunctionpdx.com/,@formandfunctionpdx,"Design Objects, Home Goods","Scandinavian design mix of vintage and new, recent Denmark/Finland/Sweden finds",$$,Perfect,,,,To Research,
